"date_col","air_pressure","air_temperature","relative_humidity","wind_speed","wind_direction","Measured_Upscaled"
2019-05-22,48900.67,625.65,3705.77,135.67,9621.2,1128.406
2019-05-23,48776.97,751.44,2808.20333333333,148.653333333333,8634.86666666667,1332.989
2019-05-24,47716.4033333334,689.57,3227.75333333333,173.483333333333,10204.0333333333,2038.136
2019-05-25,48797.3266666666,687.103333333334,3495.43666666667,131.903333333333,8379.6,1014.328
2019-05-26,48585.69,731.763333333333,3825.07666666667,340.48,10954.8333333333,6031.537
2019-05-27,48420.81,729.073333333333,3415.52,257.066666666667,12392.8,3458.04
2019-05-28,48480.9633333333,619.626666666667,3813.49333333333,236.816666666667,10746.9666666667,2167.143
2019-05-29,48914.8533333333,656.213333333333,3295.18,224.04,8577.33333333334,1457.066
2019-05-30,48986.34,774.993333333333,3876.88,358.2,10789.6666666667,5563.238
2019-05-31,49108.91,756.303333333333,3622.15,245.27,11083.1333333333,2632.187
2019-06-01,48929.2566666667,818.003333333333,3651.47,144.696666666667,7938.66666666667,948.059
2019-06-02,48513.9833333333,997.123333333334,3097.02333333333,284.406666666667,9720.26666666667,4520.991
2019-06-03,48595.4833333333,784.49,3298.94,249.883333333333,11438.3333333333,1591.122
2019-06-04,48289.9033333333,804.546666666667,3418.63666666667,246.476666666667,6749.76666666667,2692.433
2019-06-05,48286.2866666667,715.516666666667,3842.22666666667,256.803333333333,12184.0666666667,2779.613
2019-06-06,48501.69,703.486666666667,3405.07,277.543333333333,10391.3333333333,4769.471
2019-06-07,48215.2133333333,717.906666666666,3563.98666666667,417.58,6501.83333333333,9429.603
2019-06-08,48576.24,670.14,3568.86,560.03,10120.7666666667,15526.368
2019-06-09,48957.72,685.08,3746.12,237.963333333333,7269.2,1905.95
2019-06-10,48542.9233333334,741.643333333334,3917.00333333333,201.06,4437.9,1769.028
2019-06-11,48511.9866666667,682.223333333333,3550.21,190.573333333333,8323.96666666667,1025.437
2019-06-12,48386.4366666667,658.133333333333,4091.04333333333,152.473333333333,5525.1,1874.079
2019-06-13,48373.51,673.72,3911.76666666667,377.89,8852.1,8577.705
2019-06-14,48554.5533333333,758.386666666667,3560.69666666667,212.276666666667,8216.46666666667,2174.792
2019-06-15,48625.08,783.01,3575.44666666667,148.956666666667,8829.63333333334,2227.512
2019-06-16,48857.59,809.07,3545.52,233.073333333333,10912.1,2717.926
2019-06-17,48844.73,850.086666666666,3600.44666666667,160.136666666667,11405.3333333333,689.127
2019-06-18,48604.1133333334,850.096666666666,3652.22,190.9,6610.53333333333,764.25
2019-06-19,48310.3433333333,862.69,3917.51666666667,179.066666666667,11028.7333333333,2808.088
2019-06-20,48550.1533333333,794.126666666667,3695.39333333333,302.306666666667,11300.7666666667,3812.264
2019-06-21,48894.99,747.223333333333,3418.20666666667,226.226666666667,11502.8333333333,2513.439
2019-06-22,48971.8866666667,815.363333333333,3537.68,281.086666666667,2158.16666666667,2379.081
2019-06-23,48764.4833333333,971.176666666667,3663.15333333333,222.86,3147.8,2478.363
2019-06-24,47725.5433333334,1034.03333333333,3405.35333333333,199.463333333333,8567.6,1917.281
2019-06-25,48764.1,988.03,3920.58,210.976666666667,8155.2,2304.055
2019-06-26,49192.62,801.973333333333,4349.53,409.576666666667,4575.63333333333,3229.842
2019-06-27,49296.41,809.016666666667,3887.36333333333,462.776666666666,1653.7,4196.411
2019-06-28,49122.13,840.583333333333,3823.90666666667,322.586666666667,2168.8,3070.763
2019-06-29,48726.94,1165.56,2726.52,212.956666666667,5821.33333333333,2098.215
2019-06-30,48677.8766666667,969.323333333334,3340.19666666667,305.136666666667,11753.4,4433.541
2019-07-01,48878.9933333333,889.326666666667,3254.08333333333,260.943333333333,12931.1333333333,3860.044
2019-07-02,49084.7166666667,854.88,3435.95666666667,297.343333333333,8001.76666666666,2263.932
2019-07-03,49193.7066666667,807.676666666667,3249.16666666667,375.566666666667,1220.76666666667,3673.388
2019-07-04,49114.2333333333,800.96,3257.60333333333,215.686666666667,3802.33333333333,1927.038
2019-07-05,48820.7333333333,911.946666666666,3283.13666666667,155.506666666667,10900.9333333333,1551.169
2019-07-06,48565.5866666667,883.806666666667,3580.76333333333,221,8821.36666666667,2195.323
2019-07-07,48747.34,791.063333333333,3277.36,240.28,3308.86666666667,1958.249
2019-07-08,48959.2766666667,771.09,3217.23333333333,250.313333333333,10564.7,3404.432
2019-07-09,48990.2133333333,796.423333333334,3086.09333333333,164.053333333333,3242.5,1672.977
2019-07-10,48851.6566666667,893.556666666667,3190.82666666667,179.203333333333,9656.73333333332,1110.473
2019-07-11,48564.7366666667,934.013333333333,3300.21333333333,203.956666666667,11648.3333333333,2023.034
2019-07-12,48594.5433333333,885.78,3579.60333333333,249.403333333333,13678.7333333333,3362.119
2019-07-13,48903.2133333333,832.206666666667,3884.76,374.136666666667,14328.8333333333,3633.221
2019-07-14,48976.73,802.916666666667,3617.77666666667,383.106666666667,3616.93333333333,3140.927
2019-07-15,48963.1133333333,774.583333333333,3543.75666666667,259.353333333333,8760.7,1742.237
2019-07-16,48867.05,848.723333333333,3272.04333333333,160.22,14149.3,668.046
2019-07-17,48654.3666666667,911.946666666667,3537.81666666667,150.78,5166.56666666666,756.862
2019-07-18,48484.65,892.226666666667,3611.72333333333,288.493333333333,10816.2,3313.181
2019-07-19,48561.4333333334,900.053333333333,3611.99,187.113333333333,10837.9,1975.918
2019-07-20,48439.4433333333,941.426666666667,3713.68666666667,320.923333333333,9837.26666666666,7013.208
2019-07-21,48937.0633333333,918.103333333334,3497.55666666667,170.806666666667,11717.1,2418.539
2019-07-22,49035.62,977.863333333334,3283.25666666667,247.24,11375.8666666667,2175.453
2019-07-23,48843.4733333333,1104.94666666667,3374.54666666667,170.34,3932.86666666667,704.957
2019-07-24,48587.4366666667,1196.32333333333,2943.61666666667,224.893333333333,10039.4333333333,3258.3
2019-07-25,48517.49,1362.13333333333,2644.32,259.596666666667,6490.5,2270.387
2019-07-26,48389.8233333333,1117.5,3450.44,267.103333333333,11606.3333333333,4012.151
2019-07-27,48148.5933333333,945.923333333333,4174.90666666667,251.7,14017.2333333333,2054.996
2019-07-28,48187.8466666666,875.356666666667,4061.93333333333,288.85,12313.6333333333,2985.476
2019-07-29,48451.6166666667,918.533333333334,3602.09666666667,241,8142.56666666667,1346.265
2019-07-30,48419.71,984.72,3110.12,345.77,8490.6,5230.304
2019-07-31,48610.9333333333,871.483333333333,3673.88666666667,411.056666666667,10045.7333333333,7686.629
2019-08-01,48738.8966666667,896.956666666667,3852.95,237.236666666667,11908.9,3067.363
2019-08-02,48773.5866666667,933.27,3831.66666666667,337.63,14902.3333333333,4877.383
2019-08-03,48842.67,928.806666666667,3599.91333333333,238.703333333333,4428.73333333333,1649.775
2019-08-04,48643.5466666667,979.98,3640.48666666667,187.9,4642.9,1020.309
2019-08-05,48464.7733333333,971.02,3524.97,333.47,11387.7666666667,3786.412
2019-08-06,48403.9133333334,892.99,3575.16333333333,283.17,11179.1666666667,3502.316
2019-08-07,48309.43,909.086666666667,3469.07333333333,360.4,10866.4666666667,4908.663
2019-08-08,48460.6366666667,919.78,3504.56333333333,242.93,9548.93333333334,3241.815
2019-08-09,48161.8333333333,1037.70666666667,3572.64,340.966666666667,7922.13333333333,5037.72
2019-08-10,48350.15,955.603333333333,3175.33666666667,543.973333333333,10138.6666666667,14431.442
2019-08-11,48587.1266666667,854.18,3449.18333333333,358.413333333333,10023.2666666667,6128.085
2019-08-12,48632.3666666667,801.856666666666,3708.86666666667,251.4,11420.2,3421.289
2019-08-13,48776.4666666666,795.819999999999,3305.13666666667,299.673333333333,11450.9666666667,3367.873
2019-08-14,48650.7333333333,781.93,3969.83666666667,315.89,8906.43333333333,2803.86
2019-08-15,48497.2866666666,892.03,3819.03333333333,334.51,12122.9666666667,7140.176
2019-08-16,48596.27,858.786666666666,3720.00666666667,248.32,9892.9,2924.437
2019-08-17,48247.5433333334,861.626666666667,4030.59666666667,332,9968.13333333333,5791.06
2019-08-18,48258.9966666667,817.343333333333,3897.83666666667,292.4,10470.5,3404.55
2019-08-19,48673.0366666667,807.216666666667,3601.67,353.356666666667,10542.9333333333,7513.356
2019-08-20,49042.93,803.666666666667,3531.55666666667,260.76,11343.4,3343.699
2019-08-21,49240.7733333333,819.273333333334,3597.97333333333,166.22,9049.13333333334,870.837
2019-08-22,49167.31,866.85,3205.46,176.83,11255,1263.036
2019-08-23,49126.7666666667,880.846666666667,3493.20666666667,168.746666666667,5221.4,1274.623
2019-08-24,48885.3233333333,1013.20666666667,3372.89333333333,151.283333333333,3328.4,1496.462
2019-08-25,48832.5333333333,1045.89,3409.44666666667,119.923333333333,6624.9,1014.243
2019-08-26,48797.5266666667,1065.84,3416.79333333333,150.58,2829.3,1252.925
